,001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,019,020,021,022,023,024,025,026,027,028,029,030,031,032,033,034,035,036,037,038,039,040,041,042,043,044,045,046,047,048,049,050,051,052,053,054,055,056,057,058,059,060,061,062,063,064,065,066,067,068,069,070,071,072,073,074,075,076,077,078,079,080,081,082,083,084,085,086,087,088,089,090,091,092,093,094,095,096,097,098,099,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135
084,2534 ,14191 ,2538 ,1008 ,22093 ,56272 ,51428 ,52066 ,24710 ,38260 ,12131 ,13465 ,4719 ,3196 ,8397 ,9331 ,5822 ,1993 ,1971 ,2464 ,9178 ,8845 ,27793 ,3626 ,85641 ,14868 ,8599 ,17737 ,41208 ,163813 ,15390 ,12712 ,8595 ,7728 ,8462 ,8478 ,3882 ,3489 ,9870 ,4234 ,1525 ,6914 ,3981 ,10946 ,5040 ,27250 ,2527 ,6144 ,18970 ,6663 ,4626 ,10163 ,5110 ,4061 ,3432 ,2655 ,1403 ,1606 ,13125 ,665 ,5645 ,3002 ,28699 ,5418 ,357460 ,8349 ,8348 ,154505 ,108865 ,27558 ,2204 ,480003 ,37252 ,24248 ,12305 ,87841 ,7245 ,137330 ,8837 ,131757 ,9689 ,494777 ,228103 ,27211312 ,240821 ,38801 ,81550 ,305541 ,161807 ,16483 ,1083 ,59251 ,1596 ,4395 ,554931 ,26914 ,73319 ,35690 ,63352 ,95597 ,6095 ,54702 ,78573 ,1874 ,152790 ,1445943 ,858368 ,276046 ,29091 ,37041 ,61523 ,31338 ,240609 ,194361 ,8842706 ,5649 ,415979 ,853710 ,192084 ,50772 ,11140 ,315015 ,32884 ,176497 ,167963 ,452645 ,122549 ,4071 ,1243 ,56858 ,41797 ,19704 ,12289 ,45510 ,1874553 
085,0 ,0 ,0 ,0 ,0 ,152591 ,86960 ,25404 ,10894 ,18002 ,5664 ,6235 ,5413 ,2697 ,8998 ,6450 ,5619 ,1002 ,1960 ,1597 ,5572 ,7394 ,10123 ,9698 ,12581 ,7980 ,11930 ,22098 ,31787 ,56485 ,22505 ,16028 ,7982 ,41754 ,97106 ,1355239 ,19660 ,15387 ,85005 ,18326 ,6916 ,9954 ,21822 ,33376 ,9900 ,48017 ,18215 ,29475 ,36363 ,29793 ,10612 ,20669 ,19185 ,16222 ,4597 ,5649 ,4911 ,7081 ,40373 ,2297 ,32336 ,8422 ,166775 ,344028 ,799847 ,334368 ,201805 ,3046255 ,617455 ,33167 ,28174 ,2343889 ,76735 ,619330 ,67902 ,142755 ,1453712 ,5053637 ,449078 ,5299431 ,3544415 ,24966009 ,4597401 ,63727343 ,55231521 ,16449995 ,2265536 ,5498799 ,6072461 ,139200 ,1449 ,131078 ,4308 ,7777 ,155534 ,11294 ,10334 ,1020 ,1098 ,835 ,275 ,3085 ,241 ,2021 ,0 ,46196 ,71714 ,23259 ,2649 ,7113 ,2864 ,1366 ,418 ,591 ,11742 ,242 ,169595 ,97433 ,1891 ,921 ,549 ,684 ,1130 ,8570 ,1825365 ,172376 ,3452 ,366 ,76 ,440 ,431 ,429 ,248 ,943 ,9997 
086,0 ,0 ,0 ,0 ,0 ,2551 ,1493 ,87 ,0 ,33 ,0 ,0 ,28 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,15 ,1970 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,519 ,0 ,0 ,0 ,10863 ,580792 ,7529 ,29998 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1814785 ,567 ,423 ,13320 ,5974 ,0 ,0 ,0 ,0 ,1062114 ,2119 ,3021 ,746 ,0 ,43320 ,60 ,8566 ,2717 ,31129 ,269279 ,18599 ,80081 ,1230647 ,10356 ,16702 ,37999 ,19199 ,43899 ,296 ,39131 ,131 ,54706 ,770222 ,1382 ,2583 ,582 ,2040 ,1351 ,64418 ,371936 ,261149 ,26957 ,76 ,0 ,707 ,82510 ,21924 ,534 ,2891 ,114945 
087,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,37487 ,258678 ,176688 ,38873 ,46864 ,188521 ,1186 ,153780 ,61860 ,262619 ,284538 ,1131034 ,211014 ,391859 ,395889 ,222669 ,170842 ,7904 ,0 ,26722 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,247 ,221 ,122 ,0 ,0 ,132 ,0 ,0 ,0 ,1678 ,0 ,0 ,0 ,142 ,0 ,0 ,0 ,0 ,0 
088,1787 ,10320 ,7651 ,23418 ,86822 ,650660 ,1332657 ,105093 ,146895 ,103305 ,21492 ,17751 ,18288 ,8668 ,21815 ,11310 ,23602 ,4449 ,6965 ,6150 ,20898 ,64437 ,36742 ,33901 ,124569 ,13542 ,12185 ,19130 ,11373 ,55935 ,25160 ,40071 ,41094 ,105885 ,71800 ,158460 ,317189 ,82492 ,689430 ,204635 ,51781 ,89778 ,298611 ,325887 ,43471 ,200174 ,206634 ,100905 ,286840 ,127676 ,50995 ,85964 ,98633 ,42121 ,53158 ,27655 ,65232 ,116051 ,925179 ,20029 ,280624 ,147785 ,272886 ,263061 ,237998 ,120563 ,174518 ,475607 ,269679 ,102340 ,110281 ,303571 ,87104 ,1928937 ,860723 ,433140 ,229094 ,536841 ,87079 ,247534 ,297985 ,357270 ,156205 ,259633 ,1030172 ,87635 ,77055 ,3157025 ,212554 ,135744 ,3530 ,5899050 ,63723 ,71660 ,1851828 ,15084 ,3456 ,11693 ,20315 ,27846 ,11783 ,141322 ,67402 ,6880 ,834675 ,64548 ,1919 ,127123 ,1139 ,2039 ,7234 ,2549 ,386035 ,32675 ,434694 ,31 ,601767 ,1008253 ,265772 ,193517 ,67118 ,92584 ,52035 ,263658 ,61952 ,2718754 ,368863 ,10837 ,791 ,15155 ,84107 ,84001 ,8853 ,1682 ,124155 
089,12929 ,2867 ,139 ,194 ,17440 ,14431 ,7627 ,1637 ,3954 ,2368 ,810 ,897 ,965 ,201 ,1190 ,1142 ,1798 ,589 ,878 ,600 ,2977 ,1688 ,1591 ,601 ,4609 ,638 ,556 ,1249 ,3937 ,7514 ,3431 ,3031 ,2067 ,3322 ,2333 ,5164 ,1824 ,1867 ,3948 ,1576 ,572 ,2410 ,963 ,3816 ,1436 ,8607 ,1013 ,1187 ,18238 ,1759 ,1333 ,2313 ,1472 ,961 ,1053 ,726 ,318 ,608 ,4786 ,184 ,2319 ,981 ,6201 ,876 ,1210 ,1362 ,2020 ,5995 ,2110 ,2784 ,510 ,5263 ,503 ,7645 ,1199 ,1961 ,1391 ,5024 ,2325 ,2199 ,12168 ,2315 ,2134 ,24071 ,60952 ,574 ,810 ,853895 ,790775 ,4514 ,258 ,15350 ,718 ,1401 ,229240 ,10436 ,39849 ,2325 ,2721 ,2485 ,271 ,42313 ,2471 ,953 ,649780 ,1676 ,2844 ,7132 ,2752 ,1915 ,746129 ,21376 ,6227 ,9929 ,87328 ,5150 ,10187 ,315553 ,8533 ,257 ,153 ,412 ,312 ,303090 ,731879 ,407555 ,10242 ,28 ,52 ,199 ,45 ,101 ,69 ,4277 ,322717 
090,190282 ,101282 ,118012 ,80043 ,31208 ,389418 ,135530 ,165576 ,110088 ,234257 ,18664 ,36467 ,14090 ,7428 ,18159 ,44312 ,71097 ,53993 ,54069 ,56456 ,77388 ,47693 ,93991 ,43518 ,384126 ,129254 ,21501 ,88944 ,90680 ,492722 ,159038 ,143011 ,253059 ,189325 ,240341 ,235019 ,99565 ,15834 ,168849 ,189165 ,12734 ,24659 ,134087 ,141542 ,46270 ,176788 ,40443 ,259434 ,338448 ,174825 ,149062 ,266162 ,134797 ,47019 ,50506 ,106676 ,110713 ,307862 ,592570 ,43927 ,349925 ,194804 ,603532 ,143299 ,164756 ,251247 ,325332 ,559259 ,210049 ,202348 ,225384 ,637619 ,106476 ,417578 ,113271 ,286033 ,155048 ,317708 ,101243 ,486880 ,254572 ,246299 ,86509 ,237648 ,439366 ,165859 ,28136 ,213324 ,287458 ,3507332 ,3695 ,196803 ,6869 ,12395 ,1907440 ,56860 ,50696 ,75745 ,76998 ,17465 ,1783 ,13346 ,3210 ,14352 ,74355 ,2915 ,9070 ,277381 ,13082 ,107644 ,107257 ,36652 ,125632 ,3024 ,614771 ,4100 ,53502 ,71573 ,3273 ,12253 ,17343 ,21752 ,40219 ,296062 ,438361 ,348567 ,184100 ,917 ,738 ,12366 ,15988 ,13532 ,762 ,44094 ,384859 
091,17011 ,6 ,5685 ,1258 ,3752 ,9858 ,1575 ,37551 ,6908 ,327861 ,18338 ,112278 ,43369 ,6793 ,14285 ,9145 ,16102 ,37 ,0 ,2747 ,9457 ,88290 ,2868 ,516 ,283764 ,1392 ,1919 ,3345 ,5359 ,4238 ,75800 ,299043 ,9397 ,7773020 ,1727 ,16550 ,39551 ,12028 ,65450 ,9414 ,2574 ,91108 ,43707 ,100690 ,18927 ,52095 ,644544 ,391848 ,1053134 ,1268518 ,223693 ,855530 ,766534 ,52903 ,94201 ,88842 ,2825303 ,6668341 ,6226264 ,309670 ,8789823 ,903508 ,1484547 ,79339 ,180205 ,54952 ,958731 ,2908160 ,178484 ,86446 ,48339 ,171712 ,70768 ,93755 ,7437 ,34446 ,14217 ,22626 ,2241320 ,25060 ,38873 ,1078 ,0 ,28021 ,344764 ,90 ,579 ,3866 ,211 ,188680 ,5432680 ,32285 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
092,3553636 ,52759 ,420561 ,335171 ,220758 ,6023362 ,6675278 ,5812372 ,2477340 ,2509609 ,716525 ,362492 ,370910 ,125601 ,183716 ,154928 ,598288 ,151216 ,184533 ,193888 ,625309 ,360763 ,396149 ,105781 ,4018073 ,163122 ,395999 ,584029 ,510406 ,770343 ,306799 ,1737566 ,726225 ,2624221 ,405136 ,327346 ,2747849 ,2079951 ,13354331 ,2738772 ,278568 ,862569 ,2456150 ,1973808 ,148372 ,1831894 ,1333997 ,1089522 ,3218915 ,6561854 ,1412182 ,2562654 ,1594253 ,509657 ,819546 ,896391 ,1103068 ,3177247 ,10113195 ,1660738 ,8266614 ,4318846 ,8150359 ,381680 ,401235 ,302913 ,765137 ,3714331 ,1339811 ,621453 ,131888 ,1398963 ,260305 ,2735229 ,438178 ,212298 ,289288 ,614102 ,688043 ,489121 ,766451 ,164551 ,46918 ,639570 ,3035214 ,170621 ,92528 ,262697 ,134765 ,1098600 ,216745 ,112937137 ,184713 ,2311912 ,8271961 ,1624175 ,762363 ,395940 ,79856 ,72167 ,434795 ,106278 ,30503 ,103021 ,2132982 ,14067 ,48647 ,4382615 ,2671577 ,1098147 ,1072396 ,603650 ,602171 ,16749 ,974580 ,12547 ,246343 ,170281 ,31369 ,76871 ,84894 ,105185 ,260543 ,746804 ,274178 ,3848301 ,1675012 ,42917 ,24015 ,66658 ,94604 ,54000 ,51273 ,120885 ,2396862 
093,10222 ,595 ,2577 ,3518 ,1552 ,43057 ,118771 ,302054 ,14589 ,204376 ,13980 ,3331 ,5615 ,6934 ,6057 ,5799 ,10102 ,15926 ,13187 ,10926 ,62791 ,43120 ,16068 ,12797 ,73054 ,2370 ,9419 ,22072 ,15850 ,7574 ,54483 ,25129 ,22519 ,10478 ,21868 ,8683 ,122463 ,242815 ,676582 ,42064 ,13430 ,139193 ,130241 ,234087 ,51386 ,59259 ,15390 ,36731 ,20636 ,15018 ,8262 ,12958 ,117504 ,66454 ,19509 ,10462 ,23119 ,28834 ,485189 ,11587 ,155244 ,60188 ,156202 ,19495 ,17745 ,12839 ,13504 ,150085 ,34202 ,8835 ,4658 ,39810 ,26941 ,74751 ,50413 ,15132 ,31480 ,13650 ,12992 ,23728 ,55153 ,2491 ,2442 ,30899 ,128906 ,3777 ,2205 ,25766 ,124 ,57138 ,7754 ,330936 ,491212 ,38281 ,67811 ,11626 ,26287 ,143593 ,42129 ,65585 ,27945 ,0 ,1565 ,5299 ,46937 ,509 ,475 ,72751 ,89699 ,327410 ,5561 ,180 ,10028 ,3030 ,89598 ,3514 ,3784 ,7482 ,1911 ,169 ,130 ,6713 ,8287 ,29935 ,27611 ,128805 ,67465 ,101 ,60 ,1736 ,2464 ,1406 ,168 ,24466 ,50000 
094,22931 ,7358 ,10920 ,9203 ,40478 ,122019 ,127649 ,57890 ,32791 ,60977 ,27616 ,28614 ,27933 ,3223 ,21879 ,25508 ,10025 ,1902 ,13126 ,1158 ,3879 ,41821 ,41366 ,21911 ,144524 ,10648 ,19387 ,53740 ,57874 ,81691 ,36500 ,56108 ,53947 ,377455 ,43477 ,49624 ,59044 ,67750 ,212140 ,75881 ,23603 ,53016 ,107639 ,128716 ,37058 ,130851 ,49306 ,53804 ,109833 ,81447 ,44809 ,70274 ,42832 ,32321 ,22600 ,34525 ,64856 ,72070 ,384749 ,14175 ,72157 ,41035 ,210842 ,28066 ,10120 ,6560 ,13253 ,47870 ,14877 ,9112 ,11458 ,54707 ,17508 ,130186 ,27913 ,40226 ,9722 ,27426 ,24141 ,42534 ,40992 ,7125 ,12955 ,35855 ,138395 ,11156 ,4850 ,39108 ,10125 ,70259 ,12776 ,599256 ,8121 ,408817 ,232625 ,47080 ,140835 ,14804 ,17986 ,7414 ,1758 ,15794 ,1838 ,15095 ,168838 ,3148 ,1948 ,230026 ,263674 ,239995 ,65642 ,68610 ,29318 ,5573 ,100355 ,2598 ,30115 ,51292 ,8329 ,16552 ,14127 ,11204 ,19150 ,170584 ,71973 ,457765 ,149232 ,3799 ,3794 ,1496 ,2730 ,1558 ,19221 ,39848 ,160837 
095,93195 ,4379 ,5921 ,4166 ,5610 ,128267 ,106905 ,12097 ,10166 ,12714 ,7647 ,7540 ,5741 ,2333 ,9697 ,4037 ,10799 ,2709 ,3407 ,2789 ,13062 ,15169 ,8796 ,13838 ,25971 ,3841 ,3314 ,5002 ,13436 ,30433 ,16449 ,15121 ,10231 ,15297 ,10730 ,5367 ,109861 ,7927 ,49237 ,19121 ,2226 ,6346 ,44639 ,21725 ,6204 ,26836 ,5383 ,9875 ,15385 ,18642 ,6929 ,14732 ,9012 ,3017 ,11354 ,3535 ,6409 ,13648 ,136282 ,1624 ,13156 ,6834 ,27868 ,11057 ,9753 ,4211 ,9170 ,35400 ,15886 ,11642 ,3047 ,16417 ,9122 ,50737 ,10823 ,17380 ,5399 ,13921 ,8716 ,21851 ,7939 ,11051 ,8628 ,11108 ,23451 ,5243 ,3100 ,8422 ,2728 ,10323 ,4018 ,96013 ,6555 ,14052 ,5980360 ,228548 ,448874 ,88935 ,7331 ,21300 ,56032 ,128318 ,19066 ,231081 ,136401 ,1331 ,2157 ,902396 ,251104 ,122516 ,111573 ,136664 ,1800634 ,15316 ,71635 ,2006 ,40164 ,74399 ,24902 ,11959 ,28541 ,100278 ,261466 ,418363 ,246458 ,946391 ,2693028 ,12137 ,23527 ,18682 ,192087 ,83048 ,38585 ,22353 ,2288466 
096,885466 ,89914 ,283501 ,110870 ,79988 ,980409 ,346597 ,292704 ,242734 ,479369 ,159259 ,115453 ,141422 ,43361 ,140197 ,77465 ,243279 ,68292 ,99531 ,72555 ,278073 ,234437 ,186818 ,112474 ,320120 ,39388 ,48454 ,97682 ,147790 ,429336 ,195658 ,407544 ,238814 ,338277 ,105853 ,88695 ,192274 ,342389 ,466154 ,198335 ,50884 ,178011 ,216099 ,348753 ,159139 ,415547 ,92744 ,200956 ,367853 ,351180 ,253311 ,375146 ,232183 ,118880 ,163562 ,131920 ,157287 ,183889 ,977449 ,75345 ,351787 ,179271 ,645848 ,86386 ,104203 ,98477 ,203549 ,550013 ,205846 ,111234 ,58826 ,268240 ,35710 ,667727 ,47799 ,120090 ,96620 ,242260 ,159635 ,314982 ,121467 ,222039 ,39451 ,153078 ,312738 ,107665 ,18424 ,120645 ,38250 ,255482 ,44219 ,739356 ,24093 ,17174 ,1519726 ,435163 ,43907 ,9168 ,19617 ,19308 ,9919 ,49186 ,45419 ,96434 ,42171 ,113337 ,179119 ,4322042 ,87394 ,132239 ,214077 ,324264 ,115133 ,19080 ,478269 ,1390348 ,80621 ,236113 ,124833 ,71766 ,13658 ,23224 ,15226 ,175584 ,172167 ,766909 ,72615 ,4353 ,2203 ,46787 ,61310 ,31317 ,18691 ,13301 ,883672 
097,1163267 ,236257 ,652041 ,400248 ,648107 ,2372555 ,732610 ,660730 ,602390 ,1155323 ,334592 ,242563 ,300923 ,121546 ,334269 ,170254 ,575085 ,170758 ,260375 ,179793 ,644611 ,567938 ,480179 ,300488 ,776478 ,90357 ,113800 ,233095 ,331740 ,944201 ,467097 ,821883 ,584529 ,924940 ,290264 ,221482 ,438069 ,687565 ,1130464 ,432972 ,124991 ,436745 ,532177 ,799107 ,386028 ,777371 ,245365 ,474182 ,991323 ,814527 ,667472 ,874666 ,541657 ,286126 ,389791 ,311903 ,320775 ,381593 ,2342349 ,174833 ,761429 ,395387 ,1514158 ,197524 ,235764 ,229271 ,438156 ,1292250 ,470198 ,245734 ,144703 ,558472 ,81209 ,1857024 ,104857 ,305198 ,231942 ,563386 ,401531 ,854331 ,295307 ,533233 ,79171 ,414214 ,817710 ,315369 ,40021 ,214652 ,91445 ,553679 ,118364 ,1006948 ,38718 ,37022 ,15773719 ,117134 ,6305848 ,19887 ,44882 ,40977 ,13260 ,1449139 ,72056 ,187485 ,38724 ,28322 ,60838 ,9451120 ,81871 ,256226 ,88998 ,126612 ,143564 ,34423 ,411469 ,1097970 ,60262 ,157633 ,74677 ,50748 ,17658 ,29546 ,28385 ,295163 ,200337 ,497862 ,166752 ,8119 ,3033 ,59971 ,58736 ,34289 ,12508 ,22498 ,960443 
098,79310 ,7692 ,39436 ,13858 ,15306 ,41126 ,52481 ,7652 ,11345 ,13776 ,10733 ,16596 ,8179 ,1120 ,9627 ,7570 ,15983 ,4616 ,5809 ,5271 ,26249 ,24737 ,14545 ,11165 ,24903 ,4465 ,4116 ,10514 ,17220 ,56527 ,25879 ,21707 ,16369 ,17821 ,12819 ,10787 ,6628 ,4597 ,18207 ,8874 ,4294 ,18365 ,8407 ,26423 ,18410 ,95806 ,5104 ,15959 ,31280 ,12752 ,10264 ,16560 ,11176 ,6603 ,7727 ,5683 ,2479 ,3290 ,19875 ,2498 ,11139 ,9140 ,56383 ,11913 ,14083 ,11556 ,29442 ,59153 ,23982 ,11616 ,6066 ,41410 ,4573 ,55339 ,7947 ,13975 ,12208 ,38662 ,19308 ,25093 ,15970 ,31572 ,9844 ,13725 ,26262 ,3831 ,3426 ,31072 ,6603 ,32339 ,2061 ,62740 ,2035 ,3793 ,682760 ,0 ,52105 ,3684 ,10755 ,18380 ,8005 ,21740 ,1409 ,0 ,40651 ,135857 ,223323 ,667825 ,29869 ,50306 ,809933 ,1180828 ,44276 ,4917 ,184083 ,7123 ,36608 ,113605 ,17945 ,37776 ,6905 ,7691 ,5720 ,26937 ,55990 ,387099 ,21361 ,2200 ,1048 ,9454 ,30881 ,14162 ,9192 ,6160 ,429146 
099,391524 ,31774 ,251103 ,169615 ,52792 ,1116234 ,351722 ,516337 ,316963 ,667029 ,336190 ,285503 ,291701 ,64642 ,133874 ,219144 ,362165 ,78910 ,101198 ,94891 ,330661 ,259043 ,216726 ,140451 ,539223 ,48059 ,94515 ,134653 ,200725 ,514757 ,229458 ,547215 ,334399 ,521072 ,166221 ,125792 ,650682 ,421224 ,682352 ,287770 ,65895 ,211430 ,333859 ,449902 ,153317 ,318293 ,157879 ,252179 ,514642 ,537565 ,378296 ,567963 ,329677 ,180991 ,222639 ,179331 ,452682 ,552212 ,2379755 ,178681 ,880963 ,337547 ,884709 ,105939 ,117823 ,132762 ,208616 ,702251 ,246796 ,133608 ,72897 ,293072 ,43462 ,983825 ,76556 ,164974 ,116681 ,242698 ,223139 ,441904 ,151675 ,256288 ,34646 ,242006 ,444093 ,142151 ,20344 ,96333 ,53129 ,323083 ,73113 ,950487 ,54909 ,17452 ,1732376 ,22912 ,91770 ,20575 ,5092193 ,43619 ,3238 ,43251 ,35447 ,7924 ,21714 ,8939 ,7221 ,5975531 ,22319 ,304354 ,18402 ,21182 ,23824 ,2315 ,148298 ,2404 ,21101 ,19588 ,5409 ,5786 ,2418 ,5875 ,15607 ,40949 ,52885 ,115724 ,101795 ,771 ,483 ,11337 ,12055 ,5969 ,1880 ,10472 ,138273 
100,138956 ,21119 ,23703 ,16245 ,33016 ,121707 ,154535 ,24128 ,33740 ,42072 ,30760 ,38694 ,23908 ,3129 ,29152 ,23104 ,47168 ,13696 ,17464 ,15549 ,76671 ,71960 ,43763 ,32406 ,77045 ,15185 ,12636 ,34659 ,56456 ,177601 ,84139 ,64165 ,49827 ,54508 ,38664 ,36518 ,22631 ,13402 ,55709 ,27216 ,13618 ,54242 ,26812 ,79431 ,54881 ,282810 ,16125 ,48966 ,101323 ,40418 ,29623 ,49495 ,35573 ,19908 ,23024 ,18215 ,7739 ,11384 ,66881 ,7543 ,33736 ,29480 ,179575 ,40735 ,46537 ,40434 ,98025 ,206453 ,78378 ,36197 ,19811 ,130304 ,15929 ,211083 ,31327 ,66473 ,44213 ,128813 ,62585 ,94032 ,55991 ,187228 ,38108 ,143403 ,148684 ,33763 ,13621 ,101725 ,29328 ,100226 ,6123 ,193950 ,6344 ,10711 ,522191 ,1138 ,91088 ,19337 ,57595 ,1435930 ,3214 ,107218 ,10773 ,405805 ,182610 ,182068 ,422601 ,1728360 ,117349 ,181220 ,414864 ,633225 ,161071 ,18406 ,681281 ,189576 ,147532 ,405855 ,153921 ,132977 ,25497 ,30270 ,22001 ,111852 ,210234 ,1801679 ,108812 ,9766 ,4062 ,38453 ,133775 ,97748 ,49506 ,22049 ,2353978 
101,11325 ,292 ,2577 ,1416 ,1246 ,21841 ,48300 ,44057 ,9761 ,27100 ,3023 ,1549 ,4895 ,857 ,1114 ,1039 ,2494 ,1719 ,1711 ,1496 ,7226 ,4288 ,2748 ,1808 ,19586 ,1112 ,1893 ,3469 ,3146 ,3397 ,6791 ,6886 ,4173 ,11510 ,3009 ,1874 ,2019676 ,39843 ,145630 ,40007 ,5330 ,20544 ,80756 ,20437 ,3909 ,9526 ,68184 ,6404 ,12864 ,21346 ,9239 ,19447 ,14425 ,7073 ,4877 ,5979 ,5689 ,11885 ,81570 ,5523 ,35830 ,18319 ,37785 ,2899 ,2535 ,1812 ,3507 ,22298 ,6633 ,2628 ,826 ,7126 ,2587 ,15491 ,4975 ,2408 ,2723 ,2994 ,2919 ,3259 ,7400 ,697 ,383 ,3854 ,19043 ,790 ,428 ,2544 ,471 ,7518 ,1181 ,402808 ,122749 ,11986 ,28835 ,5576 ,8790 ,16644 ,3608 ,4003 ,3395 ,412 ,188 ,698 ,9880 ,91 ,178 ,18124 ,15047 ,24756 ,3808 ,2202 ,2476 ,259 ,8722 ,264 ,1149 ,1336 ,256 ,344 ,348 ,921 ,1622 ,5206 ,3113 ,21415 ,9906 ,154 ,98 ,297 ,426 ,243 ,291 ,2323 ,11304 
102,106206 ,14391 ,65085 ,28721 ,20579 ,270044 ,46329 ,114969 ,46657 ,84340 ,59243 ,51048 ,48966 ,12072 ,35607 ,76276 ,70012 ,24001 ,49605 ,16817 ,77029 ,72603 ,43991 ,40643 ,365423 ,20007 ,17315 ,96545 ,146520 ,331065 ,116411 ,150311 ,91539 ,189372 ,75048 ,54874 ,233502 ,78727 ,160805 ,100159 ,20761 ,47912 ,136991 ,143383 ,40059 ,78008 ,62504 ,79887 ,223450 ,171646 ,121550 ,129421 ,66114 ,31432 ,42169 ,38654 ,105930 ,162527 ,690620 ,43275 ,130050 ,128295 ,216701 ,32821 ,30281 ,36972 ,65677 ,236926 ,68565 ,29426 ,17179 ,64472 ,13261 ,378683 ,31576 ,60880 ,31568 ,81137 ,79685 ,89705 ,52487 ,80537 ,14568 ,95624 ,115355 ,26734 ,9185 ,28957 ,28302 ,110058 ,19390 ,236180 ,14746 ,4505 ,22307254 ,100674 ,434782 ,82128 ,1674493 ,1079085 ,2258 ,50843 ,52245 ,3510 ,16473 ,5639 ,3533 ,3419981 ,111123 ,506767 ,14288 ,17967 ,21131 ,1990 ,89863 ,46256 ,8678 ,10179 ,3402 ,3726 ,1345 ,4421 ,6492 ,28933 ,32663 ,64309 ,76611 ,538 ,404 ,7086 ,6127 ,2878 ,937 ,4864 ,79850 
103,1389515 ,13234 ,53047 ,107658 ,2086 ,45012 ,2435 ,5230 ,3213 ,8208 ,14644 ,2946 ,3548 ,3484 ,10527 ,11227 ,16321 ,2289 ,6492 ,3802 ,15807 ,17152 ,14079 ,11466 ,8683 ,869 ,1725 ,2581 ,5201 ,21889 ,11700 ,5678 ,3059 ,9229 ,3968 ,2049 ,11222 ,5289 ,48022 ,8988 ,2425 ,11125 ,34100 ,12873 ,8405 ,29467 ,1561 ,19641 ,16207 ,8396 ,5003 ,8891 ,9520 ,6281 ,61064 ,5219 ,2667 ,4795 ,34600 ,2316 ,11121 ,2818 ,19674 ,1361 ,3912 ,1011 ,12871 ,18282 ,15192 ,678 ,2431 ,2831 ,247 ,60978 ,593 ,4414 ,2518 ,6160 ,4334 ,43603 ,7538 ,3324 ,224 ,11430 ,13662 ,3795 ,1246 ,2595 ,205 ,6753 ,428 ,2333 ,270 ,281 ,4675421 ,104062 ,800163 ,39468 ,442461 ,23283 ,1729 ,85899 ,717166 ,529 ,29637 ,7133 ,493 ,162311 ,18156 ,10340 ,16323 ,26168 ,40139 ,2613 ,130580 ,4522 ,1449 ,10156 ,1886 ,0 ,0 ,0 ,106 ,13468 ,91484 ,3526 ,2373 ,0 ,0 ,17698 ,209 ,462 ,0 ,8562 ,0 
